,Unnamed: 0,id,date_insert,year,month,day,hour,sensor_id,lat,lng,wtempV_°C,conductivity_of_solution_ mS_cm,oxidation_reduction_potential_ mV,total_suspended_solids_mg_L,turbidity_NTU,dissolved_oxygen_concentration _ppm,dissolved_oxygen_concentration_mg_L,oxygen_saturation_%,salinity_ppt,dissolved_solids _ppm,Water_Quality_Label
0,2,3.0,2025-07-03 15:00:00,2025,7,3,15,976,38.310409,21.784038,24.96,56828.55,-170.59,63.73,80.74,7.91,7.91,95.62,37.99,37057.9,Ok
1,11,12.0,2025-07-03 16:00:00,2025,7,3,16,976,38.310409,21.784038,25.16,53948.8,-171.19,389.4,261.58,7.88,7.88,95.34,35.7,35180.02,Danger
2,20,21.0,2025-07-03 17:00:00,2025,7,3,17,976,38.310409,21.784038,24.7,56596.52,-170.08,432.16,175.68,8.01,8.01,95.85,37.81,36906.59,Medium
3,29,30.0,2025-07-03 18:00:00,2025,7,3,18,976,38.310409,21.784038,24.63,56950.69,-170.49,76.01,212.74,8.04,8.04,96.25,38.09,37137.55,Medium
4,38,39.0,2025-07-03 19:00:00,2025,7,3,19,976,38.310409,21.784038,24.66,56709.95,-171.16,135.79,237.97,7.99,7.99,96.0,37.9,36980.56,Danger
5,47,48.0,2025-07-03 20:00:00,2025,7,3,20,976,38.310409,21.784038,24.63,56174.98,-173.95,198.99,142.885,7.84,7.84,94.22,37.47,36631.71,Medium
6,56,57.0,2025-07-03 21:00:00,2025,7,3,21,976,38.310409,21.784038,24.55,57077.96,-177.41,74.23,47.8,7.7,7.7,92.31,38.19,37220.54,Ok
7,65,66.0,2025-07-03 22:00:00,2025,7,3,22,976,38.310409,21.784038,24.41,56992.14,-178.25,60.31,37.83,7.61,7.61,90.99,38.13,37164.58,Ok
8,74,75.0,2025-07-03 23:00:00,2025,7,3,23,976,38.310409,21.784038,24.23,57045.85,-176.87,74.9,44.46,7.64,7.64,91.03,38.17,37199.6,Ok
9,83,84.0,2025-07-04 00:00:00,2025,7,4,0,976,38.310409,21.784038,24.12,56996.83,-177.35,190.24,98.3,7.63,7.63,90.88,38.13,37167.63,Ok
10,92,93.0,2025-07-04 01:00:00,2025,7,4,1,976,38.310409,21.784038,23.92,56991.82,-176.6,50.17,44.75,7.6,7.6,90.46,38.13,37164.37,Ok
11,101,102.0,2025-07-04 02:00:00,2025,7,4,2,976,38.310409,21.784038,23.9,57041.27,-176.28,41.91,27.67,7.62,7.62,90.65,38.17,37196.61,Ok
12,110,111.0,2025-07-04 03:00:00,2025,7,4,3,976,38.310409,21.784038,23.79,56967.32,-175.54,37.9,35.55,7.7,7.7,91.36,38.11,37148.39,Ok
13,119,120.0,2025-07-04 04:00:00,2025,7,4,4,976,38.310409,21.784038,23.8,56830.98,-173.95,37.23,57.96,7.82,7.82,92.84,38.0,37059.48,Ok
14,128,129.0,2025-07-04 05:00:00,2025,7,4,5,976,38.310409,21.784038,23.8,56973.43,-175.2,218.5,54.04,7.86,7.86,93.38,38.11,37152.38,Ok
15,137,138.0,2025-07-04 06:00:00,2025,7,4,6,976,38.310409,21.784038,23.77,57072.15,-175.37,83.08,45.66,7.85,7.85,93.1,38.19,37216.75,Ok
16,146,147.0,2025-07-04 07:00:00,2025,7,4,7,976,38.310409,21.784038,23.79,57064.04,-171.71,116.88,46.06,7.97,7.97,94.68,38.18,37211.46,Ok
17,155,156.0,2025-07-04 08:00:00,2025,7,4,8,976,38.310409,21.784038,23.98,57072.64,-169.51,91.25,54.96,8.01,8.01,95.37,38.19,37217.07,Ok
18,164,165.0,2025-07-04 09:00:00,2025,7,4,9,976,38.310409,21.784038,24.08,55682.8,-168.5,354.57,155.95,8.12,8.12,96.67,37.08,36310.76,Medium
19,173,174.0,2025-07-04 10:00:00,2025,7,4,10,976,38.310409,21.784038,24.32,57069.35,-172.08,69.98,39.75,8.1,8.1,96.68,38.19,37214.93,Ok
20,182,183.0,2025-07-04 11:00:00,2025,7,4,11,976,38.310409,21.784038,24.47,56619.87,-170.85,1698.29,41.555,8.12,8.12,97.23,37.83,36921.82,Ok
21,191,192.0,2025-07-04 12:00:00,2025,7,4,12,976,38.310409,21.784038,24.63,57132.63,-166.99,267.83,43.36,8.06,8.06,96.75,38.24,37256.19,Ok
22,200,201.0,2025-07-04 13:00:00,2025,7,4,13,976,38.310409,21.784038,24.58,56950.16,-168.55,767.93,69.42,8.11,8.11,97.04,38.09,37137.2,Ok
23,209,210.0,2025-07-04 14:00:00,2025,7,4,14,976,38.310409,21.784038,24.53,57014.24,-167.43,49.06,46.12,8.17,8.17,97.97,38.14,37178.98,Ok
24,218,219.0,2025-07-04 15:00:00,2025,7,4,15,976,38.310409,21.784038,24.63,56643.91,-168.02,435.38,56.92,8.04,8.04,96.63,9998.04,36937.49,Ok
25,227,228.0,2025-07-04 16:00:00,2025,7,4,16,976,38.310409,21.784038,24.82,56338.42,-166.46,180.72,133.26,8.08,8.08,96.99,37.6,36738.29,Ok
26,236,237.0,2025-07-04 17:00:00,2025,7,4,17,976,38.310409,21.784038,25.02,56716.45,-166.44,2297.38,61.66,8.01,8.01,96.49,37.9,36984.8,Ok
27,245,246.0,2025-07-04 18:00:00,2025,7,4,18,976,38.310409,21.784038,24.76,56863.98,-168.76,2047.58,203.63,8.09,8.09,97.16,38.02,37081.0,Medium
28,254,255.0,2025-07-04 19:00:00,2025,7,4,19,976,38.310409,21.784038,24.82,56804.99,-170.46,197.65,191.57,7.92,7.92,95.49,37.98,37042.54,Medium
29,263,264.0,2025-07-04 20:00:00,2025,7,4,20,976,38.310409,21.784038,25.03,57124.3,-174.35,202.25,64.78,7.72,7.72,93.19,38.23,37250.75,Ok
30,272,273.0,2025-07-04 21:00:00,2025,7,4,21,976,38.310409,21.784038,24.82,57192.77,-178.35,85.45,177.16,7.56,7.56,91.11,38.29,37295.41,Medium
31,281,282.0,2025-07-04 22:00:00,2025,7,4,22,976,38.310409,21.784038,24.68,57152.22,-175.34,121.06,74.12,7.69,7.69,92.51,38.25,37268.96,Ok
32,290,291.0,2025-07-04 23:00:00,2025,7,4,23,976,38.310409,21.784038,24.68,57151.61,-175.45,96.87,30.03,7.69,7.69,92.47,9998.04,37268.57,Ok
33,299,300.0,2025-07-05 00:00:00,2025,7,5,0,976,38.310409,21.784038,24.62,57176.21,-175.54,124.32,43.68,7.61,7.61,91.36,38.27,37284.61,Ok
34,308,309.0,2025-07-05 01:00:00,2025,7,5,1,976,38.310409,21.784038,24.53,56898.61,-175.45,129.26,129.76,7.61,7.61,91.28,38.05,37103.59,Medium
35,317,318.0,2025-07-05 02:00:00,2025,7,5,2,976,38.310409,21.784038,24.58,57090.49,-175.1,40.12,33.63,7.64,7.64,91.62,9998.04,37228.71,Ok
36,326,327.0,2025-07-05 03:00:00,2025,7,5,3,976,38.310409,21.784038,24.93,57293.52,-171.12,60.15,33.56,7.77,7.77,93.62,38.37,37361.11,Ok
37,335,336.0,2025-07-05 04:00:00,2025,7,5,4,976,38.310409,21.784038,24.92,57295.44,-171.35,36.63,61.74,7.74,7.74,93.63,38.37,37362.36,Ok
38,344,345.0,2025-07-05 05:00:00,2025,7,5,5,976,38.310409,21.784038,24.84,57215.56,-170.51,45.54,44.51,7.76,7.76,93.7,38.31,37310.27,Ok
39,353,354.0,2025-07-05 06:00:00,2025,7,5,6,976,38.310409,21.784038,24.91,57257.37,-169.15,192.43,53.44,7.76,7.76,93.84,38.34,37337.53,Ok
40,362,363.0,2025-07-05 07:00:00,2025,7,5,7,976,38.310409,21.784038,24.97,57151.03,-165.19,158.23,241.54,7.81,7.81,94.59,9998.04,37268.19,Danger
41,371,372.0,2025-07-05 08:00:00,2025,7,5,8,976,38.310409,21.784038,24.99,57138.88,-163.24,120.34,60.03,7.86,7.86,95.17,38.24,37260.27,Ok
42,380,381.0,2025-07-05 09:00:00,2025,7,5,9,976,38.310409,21.784038,25.05,57235.48,-154.38,111.82,46.77,7.88,7.88,95.63,38.32,37323.25,Ok
43,389,390.0,2025-07-05 10:00:00,2025,7,5,10,976,38.310409,21.784038,25.13,57155.74,-158.25,140.08,39.69,7.87,7.87,95.43,38.26,37271.26,Ok
44,398,399.0,2025-07-05 11:00:00,2025,7,5,11,976,38.310409,21.784038,25.05,55264.73,-160.15,222.27,74.83,8.02,8.02,96.75,36.74,36038.13,Ok
45,407,408.0,2025-07-05 12:00:00,2025,7,5,12,976,38.310409,21.784038,25.06,55803.87,-158.2,59.78,49.66,7.98,7.98,96.26,37.17,36389.71,Ok
46,416,417.0,2025-07-05 13:00:00,2025,7,5,13,976,38.310409,21.784038,24.75,57223.41,-160.24,131.87,76.58,8.11,8.11,97.65,38.31,37315.38,Ok
47,425,426.0,2025-07-05 14:00:00,2025,7,5,14,976,38.310409,21.784038,24.79,56945.05,-149.99,127.94,47.41,8.09,8.09,97.62,38.09,37133.87,Ok
48,434,435.0,2025-07-05 15:00:00,2025,7,5,15,976,38.310409,21.784038,24.8,57035.96,-151.52,184.1,48.85,8.03,8.03,96.86,9998.04,37193.15,Ok
49,443,444.0,2025-07-05 16:00:00,2025,7,5,16,976,38.310409,21.784038,24.82,56803.05,-149.1,58.67,39.65,8.1,8.1,97.56,37.97,37041.27,Ok
50,452,453.0,2025-07-05 17:00:00,2025,7,5,17,976,38.310409,21.784038,24.8,57097.57,-151.84,79.83,377.98,8.07,8.07,97.39,38.21,37233.32,Danger
51,461,462.0,2025-07-05 18:00:00,2025,7,5,18,976,38.310409,21.784038,24.77,57015.17,-154.89,477.52,162.64,8.06,8.06,97.21,38.14,37179.59,Medium
52,470,471.0,2025-07-05 19:00:00,2025,7,5,19,976,38.310409,21.784038,24.74,56726.41,-161.89,201.27,199.48,7.96,7.96,95.86,37.91,36991.3,Medium
53,479,480.0,2025-07-05 20:00:00,2025,7,5,20,976,38.310409,21.784038,24.65,56898.47,-163.13,65.93,80.3,7.93,7.93,95.35,38.05,37103.49,Ok
54,488,489.0,2025-07-05 21:00:00,2025,7,5,21,976,38.310409,21.784038,24.63,57141.92,-169.83,61.99,74.85,7.73,7.73,92.47,38.25,37262.25,Ok
55,497,498.0,2025-07-05 22:00:00,2025,7,5,22,976,38.310409,21.784038,24.75,57273.64,-174.88,38.33,28.94,7.41,7.41,88.95,38.35,37348.14,Ok
56,506,507.0,2025-07-05 23:00:00,2025,7,5,23,976,38.310409,21.784038,24.63,57196.75,-176.9,36.32,25.78,7.16,7.16,86.06,38.29,37298.0,Ok
57,515,516.0,2025-07-06 00:00:00,2025,7,6,0,976,38.310409,21.784038,24.56,57162.69,-174.02,43.58,30.07,7.36,7.36,88.29,38.26,37275.79,Ok
58,524,525.0,2025-07-06 01:00:00,2025,7,6,1,976,38.310409,21.784038,24.54,57152.2,-171.28,34.01,24.81,7.44,7.44,89.19,38.25,37268.95,Ok
59,533,534.0,2025-07-06 02:00:00,2025,7,6,2,976,38.310409,21.784038,24.53,57190.98,-177.14,31.47,22.02,7.18,7.18,86.08,38.29,37294.24,Ok
60,542,543.0,2025-07-06 03:00:00,2025,7,6,3,976,38.310409,21.784038,24.49,57090.02,-178.03,29.85,21.66,6.96,6.96,83.36,38.2,37228.4,Ok
61,551,552.0,2025-07-06 04:00:00,2025,7,6,4,976,38.310409,21.784038,24.5,57221.36,-175.06,31.52,22.09,7.14,7.14,85.53,38.31,37314.05,Ok
62,560,561.0,2025-07-06 05:00:00,2025,7,6,5,976,38.310409,21.784038,24.63,57181.36,-161.57,43.78,40.1,7.79,7.79,93.59,38.28,37287.96,Ok
63,569,570.0,2025-07-06 06:00:00,2025,7,6,6,976,38.310409,21.784038,24.63,57145.34,-160.48,72.34,53.39,7.87,7.87,94.44,38.25,37264.48,Ok
64,578,579.0,2025-07-06 07:00:00,2025,7,6,7,976,38.310409,21.784038,24.53,57222.61,-156.29,61.9,31.77,7.93,7.93,95.03,38.31,37314.87,Ok
65,587,588.0,2025-07-06 08:00:00,2025,7,6,8,976,38.310409,21.784038,24.49,56800.27,-155.31,108.69,62.2,7.92,7.92,94.97,37.97,37039.45,Ok
66,596,597.0,2025-07-06 09:00:00,2025,7,6,9,976,38.310409,21.784038,24.91,57116.68,-148.37,158.87,137.9,7.88,7.88,95.24,38.23,37245.79,Medium
67,605,606.0,2025-07-06 10:00:00,2025,7,6,10,976,38.310409,21.784038,25.05,57214.29,-146.45,67.9,47.43,7.93,7.93,96.11,38.3,37309.44,Ok
68,614,615.0,2025-07-06 11:00:00,2025,7,6,11,976,38.310409,21.784038,25.26,57198.01,-147.29,213.02,37.1,7.99,7.99,97.34,38.29,37298.82,Ok
69,623,624.0,2025-07-06 12:00:00,2025,7,6,12,976,38.310409,21.784038,25.27,56878.74,-148.22,289.83,173.33,7.94,7.94,96.76,9998.04,37090.63,Medium
70,632,633.0,2025-07-06 13:00:00,2025,7,6,13,976,38.310409,21.784038,25.39,56986.51,-148.24,60.8,48.33,7.87,7.87,95.95,38.12,37160.91,Ok
71,641,642.0,2025-07-06 14:00:00,2025,7,6,14,976,38.310409,21.784038,25.36,57156.59,-139.05,36.23,29.19,7.96,7.96,97.18,38.26,37271.82,Ok
72,650,651.0,2025-07-06 15:00:00,2025,7,6,15,976,38.310409,21.784038,25.41,57247.09,-133.39,45.06,23.81,8.1,8.1,98.84,38.33,37330.83,Ok
73,659,660.0,2025-07-06 16:00:00,2025,7,6,16,976,38.310409,21.784038,25.1,57249.7,-131.9,25.75,21.69,8.12,8.12,98.5,38.33,37332.53,Ok
74,668,669.0,2025-07-06 17:00:00,2025,7,6,17,976,38.310409,21.784038,24.25,57075.36,-126.99,19.69,19.43,8.35,8.35,99.57,38.19,37218.84,Ok
75,677,678.0,2025-07-06 18:00:00,2025,7,6,18,976,38.310409,21.784038,24.59,57024.36,-117.19,23.65,18.34,8.35,8.35,99.36,38.15,37185.59,Ok
76,686,687.0,2025-07-06 19:00:00,2025,7,6,19,976,38.310409,21.784038,24.95,57194.46,-114.24,26.52,21.32,8.04,8.04,97.37,38.29,37296.51,Ok
77,695,696.0,2025-07-06 20:00:00,2025,7,6,20,976,38.310409,21.784038,24.53,57081.81,-140.76,25.85,20.76,7.89,7.89,94.45,38.2,37223.05,Ok
78,704,705.0,2025-07-06 21:00:00,2025,7,6,21,976,38.310409,21.784038,24.49,57024.27,-172.09,24.19,18.14,7.76,7.76,92.92,38.15,37185.53,Ok
79,713,714.0,2025-07-06 22:00:00,2025,7,6,22,976,38.310409,21.784038,24.55,57055.88,-178.66,27.38,17.89,7.22,7.22,86.62,38.18,37206.14,Ok
80,722,723.0,2025-07-06 23:00:00,2025,7,6,23,976,38.310409,21.784038,25.24,57238.66,-174.0,23.36,17.47,7.44,7.44,90.48,38.32,37325.34,Ok
81,731,732.0,2025-07-07 00:00:00,2025,7,7,0,976,38.310409,21.784038,25.31,57218.76,-164.8,29.2,22.37,7.46,7.46,90.87,38.31,37312.35,Ok
82,740,741.0,2025-07-07 01:00:00,2025,7,7,1,976,38.310409,21.784038,25.19,57188.43,-169.85,27.12,20.59,7.25,7.25,88.19,38.28,37292.58,Ok
83,749,750.0,2025-07-07 02:00:00,2025,7,7,2,976,38.310409,21.784038,25.21,57194.36,-163.79,27.15,19.51,7.39,7.39,89.02,38.29,37296.44,Ok
84,758,759.0,2025-07-07 03:00:00,2025,7,7,3,976,38.310409,21.784038,24.47,57138.4,-162.61,27.68,19.6,7.67,7.67,91.6,38.24,37259.95,Ok
85,767,768.0,2025-07-07 04:00:00,2025,7,7,4,976,38.310409,21.784038,24.34,57086.32,-177.03,23.83,17.26,7.26,7.26,86.72,38.2,37225.99,Ok
86,776,777.0,2025-07-07 05:00:00,2025,7,7,5,976,38.310409,21.784038,23.98,57104.92,-167.23,22.48,17.8,7.35,7.35,87.38,38.22,37238.12,Ok
87,785,786.0,2025-07-07 06:00:00,2025,7,7,6,976,38.310409,21.784038,23.81,56995.81,-159.52,22.72,20.11,7.4,7.4,87.87,38.13,37166.97,Ok
88,794,795.0,2025-07-07 07:00:00,2025,7,7,7,976,38.310409,21.784038,23.74,57039.77,-136.82,26.93,24.08,7.96,7.96,94.49,38.16,37195.64,Ok
89,803,804.0,2025-07-07 08:00:00,2025,7,7,8,976,38.310409,21.784038,23.92,57113.08,-133.33,26.86,27.77,8.17,8.17,96.23,38.22,37243.44,Ok
90,812,813.0,2025-07-07 09:00:00,2025,7,7,9,976,38.310409,21.784038,24.21,57086.8,-112.04,28.66,23.01,8.22,8.22,98.0,38.2,37226.31,Ok
91,821,822.0,2025-07-07 10:00:00,2025,7,7,10,976,38.310409,21.784038,25.03,57229.96,-134.8,33.31,26.11,7.95,7.95,96.2,38.32,37319.66,Ok
92,830,831.0,2025-07-07 11:00:00,2025,7,7,11,976,38.310409,21.784038,25.21,57139.43,-134.57,28.94,25.03,7.85,7.85,95.45,38.24,37260.63,Ok
93,839,840.0,2025-07-07 12:00:00,2025,7,7,12,976,38.310409,21.784038,25.15,57192.65,-140.75,30.04,23.24,8.08,8.08,97.13,38.29,37295.33,Ok
94,848,849.0,2025-07-07 13:00:00,2025,7,7,13,976,38.310409,21.784038,24.95,57115.39,-121.25,29.25,24.9,8.18,8.18,98.94,38.22,37244.95,Ok
95,857,858.0,2025-07-07 14:00:00,2025,7,7,14,976,38.310409,21.784038,24.32,57072.21,-111.67,27.06,20.81,8.26,8.26,98.31,38.19,37216.79,Ok
96,866,867.0,2025-07-07 15:00:00,2025,7,7,15,976,38.310409,21.784038,24.13,57052.48,-115.83,25.37,20.4,8.17,8.17,97.34,38.17,37203.92,Ok
97,875,876.0,2025-07-07 16:00:00,2025,7,7,16,976,38.310409,21.784038,23.13,56984.18,-105.66,23.71,23.19,8.36,8.36,97.88,38.12,37159.39,Ok
98,884,885.0,2025-07-07 17:00:00,2025,7,7,17,976,38.310409,21.784038,23.33,57063.28,-105.53,25.86,24.78,8.29,8.29,96.99,38.18,37210.96,Ok
99,893,894.0,2025-07-07 18:00:00,2025,7,7,18,976,38.310409,21.784038,23.45,56978.05,-105.82,41.09,28.76,8.15,8.15,96.0,38.11,37155.39,Ok
100,902,903.0,2025-07-07 19:00:00,2025,7,7,19,976,38.310409,21.784038,23.33,56941.12,-134.56,50.07,37.51,8.3,8.3,97.0,38.08,37131.3,Ok
101,911,912.0,2025-07-07 20:00:00,2025,7,7,20,976,38.310409,21.784038,24.41,57259.93,-146.42,749.63,483.99,7.95,7.95,95.05,38.34,37339.2,Danger
102,920,921.0,2025-07-07 21:00:00,2025,7,7,21,976,38.310409,21.784038,24.94,57109.29,-168.6,25.9,20.72,7.47,7.47,90.05,38.22,37240.97,Ok
103,929,930.0,2025-07-07 22:00:00,2025,7,7,22,976,38.310409,21.784038,25.05,57089.87,-172.9,25.51,20.64,7.14,7.14,86.48,38.2,37228.3,Ok
104,938,939.0,2025-07-07 23:00:00,2025,7,7,23,976,38.310409,21.784038,24.63,57160.58,-161.69,33.01,48.31,7.71,7.71,92.49,38.26,37274.42,Ok
105,947,948.0,2025-07-08 00:00:00,2025,7,8,0,976,38.310409,21.784038,24.53,57008.66,-166.57,28.19,20.23,7.61,7.61,90.98,38.14,37175.35,Ok
106,956,957.0,2025-07-08 01:00:00,2025,7,8,1,976,38.310409,21.784038,24.35,57015.36,-163.41,27.45,20.12,7.59,7.59,88.96,38.14,37179.72,Ok
107,965,966.0,2025-07-08 02:00:00,2025,7,8,2,976,38.310409,21.784038,23.94,57031.74,-160.3,31.27,22.39,7.81,7.81,90.94,38.16,37190.4,Ok
108,974,975.0,2025-07-08 03:00:00,2025,7,8,3,976,38.310409,21.784038,23.03,56921.36,-161.38,26.14,19.43,7.76,7.76,90.49,38.07,37118.42,Ok
109,983,984.0,2025-07-08 04:00:00,2025,7,8,4,976,38.310409,21.784038,23.23,56964.28,-163.27,26.16,19.84,7.6,7.6,89.12,38.1,37146.41,Ok
110,992,993.0,2025-07-08 05:00:00,2025,7,8,5,976,38.310409,21.784038,22.82,56888.42,-160.7,25.66,18.86,7.74,7.74,89.92,38.04,37096.94,Ok
111,1001,1002.0,2025-07-08 06:00:00,2025,7,8,6,976,38.310409,21.784038,22.67,56873.09,-157.38,29.18,23.09,7.86,7.86,91.06,38.03,37086.94,Ok
112,1010,1011.0,2025-07-08 07:00:00,2025,7,8,7,976,38.310409,21.784038,22.91,56898.61,-148.78,28.7,22.46,8.02,8.02,93.35,38.05,37103.59,Ok
113,1019,1020.0,2025-07-08 08:00:00,2025,7,8,8,976,38.310409,21.784038,22.84,56957.99,-143.28,42.11,23.82,8.14,8.14,94.5,38.1,37142.3,Ok
114,1028,1029.0,2025-07-08 09:00:00,2025,7,8,9,976,38.310409,21.784038,22.66,56890.07,-123.16,26.37,23.0,8.54,8.54,98.96,38.04,37098.02,Ok
115,1037,1038.0,2025-07-08 10:00:00,2025,7,8,10,976,38.310409,21.784038,23.05,56857.57,-133.62,27.5,22.95,8.52,8.52,99.54,38.02,37076.82,Ok
116,1046,1047.0,2025-07-08 11:00:00,2025,7,8,11,976,38.310409,21.784038,22.99,56787.35,-137.03,27.48,22.67,8.37,8.37,97.45,37.96,37031.04,Ok
117,1055,1056.0,2025-07-08 12:00:00,2025,7,8,12,976,38.310409,21.784038,22.94,56869.1,-133.86,30.62,23.94,8.52,8.52,99.2,38.03,37084.34,Ok
118,1064,1065.0,2025-07-08 13:00:00,2025,7,8,13,976,38.310409,21.784038,22.84,56826.21,-127.77,31.65,25.45,8.69,8.69,101.14,37.99,37056.37,Ok
119,1073,1074.0,2025-07-08 14:00:00,2025,7,8,14,976,38.310409,21.784038,22.9,56922.88,-136.03,29.2,24.6,8.56,8.56,99.61,38.07,37119.41,Ok
120,1082,1083.0,2025-07-08 15:00:00,2025,7,8,15,976,38.310409,21.784038,23.01,56867.56,-125.1,28.74,23.98,8.48,8.48,98.94,38.03,37083.34,Ok
121,1091,1092.0,2025-07-08 16:00:00,2025,7,8,16,976,38.310409,21.784038,23.09,56834.75,-130.91,28.32,25.26,8.54,8.54,99.47,38.0,37061.94,Ok
122,1100,1101.0,2025-07-08 17:00:00,2025,7,8,17,976,38.310409,21.784038,22.94,56821.85,-131.56,31.35,25.37,8.58,8.58,99.96,37.99,37053.53,Ok
123,1109,1110.0,2025-07-08 18:00:00,2025,7,8,18,976,38.310409,21.784038,23.06,56917.04,-121.63,30.66,24.84,8.5,8.5,99.34,38.07,37115.6,Ok
124,1118,1119.0,2025-07-08 19:00:00,2025,7,8,19,976,38.310409,21.784038,23.04,56902.13,-125.2,29.47,24.48,8.37,8.37,97.73,38.05,37105.88,Ok
125,1127,1128.0,2025-07-08 20:00:00,2025,7,8,20,976,38.310409,21.784038,22.96,56825.24,-146.85,33.05,26.14,8.32,8.32,97.06,37.99,37055.74,Ok
126,1136,1137.0,2025-07-08 21:00:00,2025,7,8,21,976,38.310409,21.784038,22.64,56833.69,-164.17,47.73,36.72,8.17,8.17,93.61,38.0,37061.25,Ok
127,1145,1146.0,2025-07-08 22:00:00,2025,7,8,22,976,38.310409,21.784038,22.4,56826.3,-171.79,28.99,20.43,7.76,7.76,89.35,37.99,37056.43,Ok
128,1154,1155.0,2025-07-08 23:00:00,2025,7,8,23,976,38.310409,21.784038,23.57,56930.63,-173.81,34.7,20.92,7.81,7.81,92.13,38.08,37124.46,Ok
129,1163,1164.0,2025-07-09 00:00:00,2025,7,9,0,976,38.310409,21.784038,23.58,56797.5,-172.3,28.5,21.81,7.62,7.62,89.6,37.97,37037.65,Ok
130,1172,1173.0,2025-07-09 01:00:00,2025,7,9,1,976,38.310409,21.784038,23.47,56820.55,-171.19,30.62,22.64,7.87,7.87,92.53,37.99,37052.68,Ok
131,1181,1182.0,2025-07-09 02:00:00,2025,7,9,2,976,38.310409,21.784038,23.4,57158.52,-169.15,32.81,25.85,8.08,8.08,94.0,38.26,37273.07,Ok
132,1190,1191.0,2025-07-09 03:00:00,2025,7,9,3,976,38.310409,21.784038,23.26,56898.07,-170.31,28.68,20.81,8.04,8.04,94.36,38.05,37103.23,Ok
133,1199,1200.0,2025-07-09 04:00:00,2025,7,9,4,976,38.310409,21.784038,23.63,56946.88,-171.6,31.37,33.58,7.9,7.9,93.34,38.09,37135.06,Ok
134,1208,1209.0,2025-07-09 05:00:00,2025,7,9,5,976,38.310409,21.784038,23.6,56947.8,-174.67,26.25,19.25,7.74,7.74,91.55,38.09,37135.66,Ok
135,1217,1218.0,2025-07-09 06:00:00,2025,7,9,6,976,38.310409,21.784038,23.59,56884.22,-175.17,24.26,21.16,7.85,7.85,92.76,38.04,37094.2,Ok
136,1226,1227.0,2025-07-09 07:00:00,2025,7,9,7,976,38.310409,21.784038,23.52,56863.08,-165.18,32.98,26.98,8.08,8.08,95.32,38.02,37080.42,Ok
137,1235,1236.0,2025-07-09 08:00:00,2025,7,9,8,976,38.310409,21.784038,23.47,56807.86,-166.43,32.25,25.35,8.09,8.09,95.46,37.98,37044.41,Ok
138,1244,1245.0,2025-07-09 09:00:00,2025,7,9,9,976,38.310409,21.784038,23.44,56882.04,-160.11,35.98,28.98,8.29,8.29,96.82,38.04,37092.78,Ok
139,1253,1254.0,2025-07-09 10:00:00,2025,7,9,10,976,38.310409,21.784038,23.13,56827.84,-155.09,34.37,26.14,8.64,8.64,101.15,37.99,37057.44,Ok
140,1262,1263.0,2025-07-09 11:00:00,2025,7,9,11,976,38.310409,21.784038,24.16,57028.35,-155.55,51.1,29.46,8.39,8.39,99.98,38.15,37188.19,Ok
141,1271,1272.0,2025-07-09 12:00:00,2025,7,9,12,976,38.310409,21.784038,23.66,56859.25,-154.39,33.78,27.28,8.35,8.35,98.7,38.02,37077.92,Ok
142,1280,1281.0,2025-07-09 13:00:00,2025,7,9,13,976,38.310409,21.784038,23.47,56857.49,-152.52,30.45,25.08,8.4,8.4,97.39,38.02,37076.77,Ok
143,1289,1290.0,2025-07-09 14:00:00,2025,7,9,14,976,38.310409,21.784038,23.87,56870.21,-150.85,32.28,25.68,8.5,8.5,100.92,38.03,37085.07,Ok
144,1298,1299.0,2025-07-09 15:00:00,2025,7,9,15,976,38.310409,21.784038,23.77,56914.07,-147.67,31.51,27.45,8.3,8.3,98.24,38.06,37113.67,Ok
145,1307,1308.0,2025-07-09 16:00:00,2025,7,9,16,976,38.310409,21.784038,23.85,56913.86,-151.77,25.43,22.45,8.29,8.29,98.59,38.06,37113.53,Ok
146,1316,1317.0,2025-07-09 17:00:00,2025,7,9,17,976,38.310409,21.784038,23.88,56870.55,-150.96,32.2,26.2,8.37,8.37,99.1,38.03,37085.29,Ok
147,1325,1326.0,2025-07-09 18:00:00,2025,7,9,18,976,38.310409,21.784038,23.67,56848.51,-151.44,27.89,22.89,8.31,8.31,98.32,38.01,37070.91,Ok
148,1334,1335.0,2025-07-09 19:00:00,2025,7,9,19,976,38.310409,21.784038,23.77,56927.16,-150.48,26.13,22.63,8.22,8.22,97.55,38.07,37122.2,Ok
149,1337,1338.0,2025-07-10 08:00:00,2025,7,10,8,976,38.310409,21.784038,25.13,57230.72,-144.48,93.33,27.81,8.16,8.16,96.74,38.32,37320.16,Ok
150,1346,1347.0,2025-07-10 09:00:00,2025,7,10,9,976,38.310409,21.784038,25.19,57116.41,-157.3,34.46,26.28,7.58,7.58,92.17,38.23,37245.61,Ok
151,1355,1356.0,2025-07-10 10:00:00,2025,7,10,10,976,38.310409,21.784038,24.81,56908.2,-155.52,34.15,25.75,7.89,7.89,95.16,38.06,37109.84,Ok
152,1364,1365.0,2025-07-10 11:00:00,2025,7,10,11,976,38.310409,21.784038,25.41,57000.63,-154.39,36.78,27.21,7.94,7.94,97.03,38.13,37170.11,Ok
153,1373,1374.0,2025-07-10 12:00:00,2025,7,10,12,976,38.310409,21.784038,25.05,56866.17,-155.77,40.16,27.14,7.93,7.93,96.05,38.02,37082.43,Ok
